content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n2.vocab.0102,N2,学会,がっかい,{学会|がっ|かい},각카이,noun,-,-,학회,-,{所属|しょ|ぞく}している{学会|がっ|かい}の{研究会|けん|きゅう|かい}に{参加|さん|か}しました。,소속된 학회 연구회에 참가했어요.,jlpt.n2.vocab.0102.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 학회 연구회의 강연이나 발표를 듣고 요점을 이해하기 / ②빈도 zipf 4.29 / 내용어 2876위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0103,N2,講演,こうえん,{講演|こう|えん},코오엔,noun,suru_noun,vi,강연,-,スライドを{見|み}ながら{講演|こう|えん}を{聞|き}いて{要点|よう|てん}をまとめました。,슬라이드를 보면서 강연을 듣고 요점을 정리했어요.,jlpt.n2.vocab.0103.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 강연이나 발표를 듣고 요점을 이해하기 / ②빈도 zipf 4.20 / 내용어 3441위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0104,N2,分野,ぶんや,{分野|ぶん|や},분야,noun,-,-,분야,영역,{自分|じ|ぶん}の{分野|ぶん|や}の{研究|けん|きゅう}なら{細|こま}かい{話|はなし}も{分|わ}かります。,제 분야 연구라면 세세한 이야기도 이해할 수 있어요.,jlpt.n2.vocab.0104.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 자기 전문 분야의 논문을 읽고 이해하기 / ②빈도 zipf 4.64 / 내용어 1316위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0105,N2,専攻,せんこう,{専攻|せん|こう},셍코오,noun,suru_noun,vt,전공,-,{大学|だい|がく}では{言語学|げん|ご|がく}を{専攻|せん|こう}していました。,대학에서는 언어학을 전공했었어요.,jlpt.n2.vocab.0105.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 학교와 교육에 관한 자기 경험을 상세히 말하기 / ②빈도 zipf 3.87 / 내용어 6050위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0106,N2,講師,こうし,{講師|こう|し},코오시,noun,-,-,강사,-,{今回|こん|かい}の{研修|けん|しゅう}の{講師|こう|し}は{有名|ゆう|めい}な{先生|せん|せい}でした。,이번 연수 강사는 유명한 선생님이었어요.,jlpt.n2.vocab.0106.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 연수 워크숍에서 자기 경험을 명확하게 이야기하기 / ②빈도 zipf 4.37 / 내용어 2480위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0107,N2,履修,りしゅう,{履修|り|しゅう},리슈우,noun,suru_noun,vt,이수,수강,{今年|こ|とし}は{三|みっ}つの{科目|か|もく}を{履修|り|しゅう}する{予定|よ|てい}です。,올해는 세 과목을 이수할 예정이에요.,jlpt.n2.vocab.0107.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 학점과 이수에 관해 창구에서 상담하기 / ②빈도 zipf 3.48 / 내용어 10874위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0108,N2,締め切り,しめきり,{締|し}め{切|き}り,시메키리,noun,-,-,마감,기한,レポートの{締|し}め{切|き}りが{今週|こん|しゅう}の{金曜日|きん|よう|び}です。,리포트 마감이 이번 주 금요일이에요.,jlpt.n2.vocab.0108.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 리포트 집필을 위해 필요한 정보를 찾아내기 / ②빈도 zipf 3.87 / 내용어 6094위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0109,N2,成果,せいか,{成果|せい|か},세에카,noun,-,-,성과,결실,{一年間|いち|ねん|かん}の{研究|けん|きゅう}の{成果|せい|か}を{発表|はっ|ぴょう}しました。,일 년간의 연구 성과를 발표했어요.,jlpt.n2.vocab.0109.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 연구 내용을 데이터와 함께 명확하고 상세하게 설명하기 / ②빈도 zipf 4.43 / 내용어 2166위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0110,N2,目的,もくてき,{目的|もく|てき},모쿠테키,noun,-,-,목적,-,この{調査|ちょう|さ}の{目的|もく|てき}をはじめに{説明|せつ|めい}します。,이 조사의 목적을 먼저 설명하겠습니다.,jlpt.n2.vocab.0110.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 논문을 읽고 연구 목적·방법·결과를 이해하기 / ②빈도 zipf 5.18 / 내용어 272위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0111,N2,考察,こうさつ,{考察|こう|さつ},코오사츠,noun,suru_noun,vt,고찰,-,{分析|ぶん|せき}と{考察|こう|さつ}を{含|ふく}めた{報告書|ほう|こく|しょ}を{書|か}きました。,분석과 고찰을 포함한 보고서를 썼어요.,jlpt.n2.vocab.0111.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 분석과 고찰을 포함한 명쾌한 보고서를 쓰기 / ②빈도 zipf 4.07 / 내용어 4304위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0112,N2,励む,はげむ,{励|はげ}む,하게무,verb,g1,vi,힘쓰다,열심히 하다,{卒業|そつ|ぎょう}{論文|ろん|ぶん}のために{毎日|まい|にち}{調査|ちょう|さ}に{励|はげ}んでいます。,졸업 논문을 위해 매일 조사에 힘쓰고 있어요.,jlpt.n2.vocab.0112.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 자기 학습 경험을 명확하고 상세하게 말하기 / ②빈도 zipf 3.59 / 내용어 9384위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0113,N2,受かる,うかる,{受|う}かる,우카루,verb,g1,vi,합격하다,붙다,{何度|なん|ど}も{挑|いど}んでやっと{試験|し|けん}に{受|う}かりました。,몇 번이나 도전해서 겨우 시험에 합격했어요.,jlpt.n2.vocab.0113.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 학교 생활의 경험을 순서 있게 이야기하기 / ②빈도 zipf 3.64 / 내용어 8719위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0114,N2,挑む,いどむ,{挑|いど}む,이도무,verb,g1,vi_vt,도전하다,맞서다,{難|むずか}しい{課題|か|だい}にも{進|すす}んで{挑|いど}む{学生|がく|せい}です。,어려운 과제에도 앞장서서 도전하는 학생이에요.,jlpt.n2.vocab.0114.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 자기 경험을 가치관과 함께 상세히 말하기 / ②빈도 zipf 4.16 / 내용어 3737위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0115,N2,積む,つむ,{積|つ}む,츠무,verb,g1,vt,쌓다,(경험을) 쌓다;싣다,{現場|げん|ば}で{経験|けい|けん}を{積|つ}んでから{研究|けん|きゅう}を{始|はじ}めました。,현장에서 경험을 쌓은 뒤에 연구를 시작했어요.,jlpt.n2.vocab.0115.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 지금까지 해 온 경험에 대해 상세히 말하기 / ②빈도 zipf 4.28 / 내용어 2958위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0116,N2,乏しい,とぼしい,{乏|とぼ}しい,토보시이,i_adj,i_adj,-,부족하다,모자라다;빈약하다,この{分野|ぶん|や}はまだ{資料|し|りょう}が{乏|とぼ}しいのが{問題|もん|だい}です。,이 분야는 아직 자료가 부족한 게 문제예요.,jlpt.n2.vocab.0116.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「学校と教育」 참고 자료로 읽을 가치가 있는지 판단하기 / ②빈도 zipf 3.73 / 내용어 7592위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0117,N2,解釈,かいしゃく,{解釈|かい|しゃく},카이샤쿠,noun,suru_noun,vt,해석,풀이,{同|おな}じ{行動|こう|どう}でも{国|くに}によって{解釈|かい|しゃく}が{違|ちが}います。,같은 행동이라도 나라에 따라 해석이 달라요.,jlpt.n2.vocab.0117.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 이문화 체험을 자기 해석을 곁들여 정확히 전달하기 / ②빈도 zipf 4.41 / 내용어 2287위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0118,N2,異文化,いぶんか,{異|い}{文化|ぶん|か},이붕카,noun,-,-,이문화,다른 문화,{異|い}{文化|ぶん|か}{体験|たい|けん}について{自分|じ|ぶん}の{考|かんが}えを{話|はな}しました。,이문화 체험에 대해 제 생각을 이야기했어요.,jlpt.n2.vocab.0118.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 이문화 체험에 대해 자기 해석을 섞어 상세히 전달하기 / ②빈도 zipf 4.42 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0119,N2,感覚,かんかく,{感覚|かん|かく},캉카쿠,noun,-,-,감각,느낌,{時間|じ|かん}の{感覚|かん|かく}が{国|くに}によって{違|ちが}うのは{面白|おも|しろ}いです。,시간 감각이 나라마다 다른 건 흥미로워요.,jlpt.n2.vocab.0119.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 시간 감각의 차이에 대해 논거를 들어 생각을 말하기 / ②빈도 zipf 4.80 / 내용어 850위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0120,N2,議題,ぎだい,{議題|ぎ|だい},기다이,noun,-,-,의제,안건,{今回|こん|かい}の{議題|ぎ|だい}は{三|みっ}つありました。,이번 의제는 세 가지 있었어요.,jlpt.n2.vocab.0120.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 어떤 의제를 논의했는지 결석한 위원에게 정확히 전달하기 / ②빈도 zipf 3.35 / 내용어 13028위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0121,N2,保留,ほりゅう,{保留|ほ|りゅう},호류우,noun,suru_noun,vt,보류,-,{予算|よ|さん}の{話|はなし}は{次回|じ|かい}まで{保留|ほ|りゅう}になりました。,예산 이야기는 다음 회까지 보류됐어요.,jlpt.n2.vocab.0121.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 어떤 점이 보류되었는지 상세한 정보를 정확히 전달하기 / ②빈도 zipf 3.73 / 내용어 7520위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0122,N2,外来語,がいらいご,{外来|がい|らい}{語|ご},가이라이고,noun,-,-,외래어,-,{日本語|に|ほん|ご}には{外来|がい|らい}{語|ご}がとても{多|おお}いです。,일본어에는 외래어가 아주 많아요.,jlpt.n2.vocab.0122.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 언어와 문화에 관한 자기 해석을 전달하기 / ②빈도 zipf 3.84 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0123,N2,語彙,ごい,{語彙|ご|い},고이,noun,-,-,어휘,-,{新聞|しん|ぶん}を{読|よ}むには{語彙|ご|い}がまだ{足|た}りません。,신문을 읽기에는 어휘가 아직 부족해요.,jlpt.n2.vocab.0123.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 언어 학습 경험에 대한 질문에 상세히 답하기 / ②빈도 zipf 3.76 / 내용어 7230위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0124,N2,儀式,ぎしき,{儀式|ぎ|しき},기시키,noun,-,-,의식,예식,この{地方|ち|ほう}には{昔|むかし}からの{儀式|ぎ|しき}が{残|のこ}っています。,이 지방에는 옛날부터의 의식이 남아 있어요.,jlpt.n2.vocab.0124.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 문화의 차이에 대해 자기 해석을 섞어 이야기하기 / ②빈도 zipf 4.10 / 내용어 4098위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0125,N2,価値観,かちかん,{価値|か|ち}{観|かん},카치칸,noun,-,-,가치관,-,{価値|か|ち}{観|かん}の{違|ちが}いを{認|みと}めることから{始|はじ}めましょう。,가치관의 차이를 인정하는 것부터 시작합시다.,jlpt.n2.vocab.0125.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 자신의 가치관도 포함해 명확하고 상세하게 말하기 / ②빈도 zipf 4.71 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0126,N2,言い換える,いいかえる,{言|い}い{換|か}える,이이카에루,verb,g2,vt,바꿔 말하다,달리 표현하다,{難|むずか}しい{言葉|こと|ば}をやさしく{言|い}い{換|か}えて{説明|せつ|めい}しました。,어려운 말을 쉽게 바꿔 말해서 설명했어요.,jlpt.n2.vocab.0126.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 언어의 차이에 대해 자기 해석을 곁들여 설명하기 / ②빈도 zipf 3.14 / 내용어 17006위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0127,N2,触れ合う,ふれあう,{触|ふ}れ{合|あ}う,후레아우,verb,g1,vi,서로 접하다,교류하다,{地域|ち|いき}の{行事|ぎょう|じ}で{外国|がい|こく}の{人|ひと}と{触|ふ}れ{合|あ}いました。,지역 행사에서 외국 사람과 교류했어요.,jlpt.n2.vocab.0127.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 이문화 체험에 대해 주체적으로 이야기를 전개하기 / ②빈도 zipf 3.29 / 내용어 14211위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0128,N2,特有,とくゆう,{特有|とく|ゆう},토쿠유우,na_adj,na_adj,-,특유하다,고유하다,この{地域|ち|いき}{特有|とく|ゆう}の{習|なら}わしが{今|いま}も{残|のこ}っています。,이 지역 특유의 관습이 지금도 남아 있어요.,jlpt.n2.vocab.0128.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「言語と文化」 문화의 특징에 대해 자기 해석을 전달하기 / ②빈도 zipf 4.05 / 내용어 4447위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0129,N2,業務,ぎょうむ,{業務|ぎょう|む},교오무,noun,-,-,업무,-,{担当|たん|とう}{業務|ぎょう|む}の{手順|て|じゅん}を{後任|こう|にん}の{人|ひと}に{説明|せつ|めい}しました。,담당 업무 절차를 후임자에게 설명했어요.,jlpt.n2.vocab.0129.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 담당 업무의 세세한 절차를 후임자에게 명확히 설명하기 / ②빈도 zipf 4.78 / 내용어 892위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0130,N2,取引,とりひき,{取|とり}{引|ひき},토리히키,noun,suru_noun,vi,거래,-,{取|とり}{引|ひき}{先|さき}とのトラブルを{上司|じょう|し}に{報告|ほう|こく}しました。,거래처와의 문제를 상사에게 보고했어요.,jlpt.n2.vocab.0130.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 거래처와 문제가 있었을 때 상사에게 정확히 보고하기 / ②빈도 zipf 4.92 / 내용어 638위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0131,N2,企画,きかく,{企画|き|かく},키카쿠,noun,suru_noun,vt,기획,-,{会議|かい|ぎ}で{自分|じ|ぶん}の{企画|き|かく}{案|あん}を{図表|ず|ひょう}とともに{説明|せつ|めい}しました。,회의에서 제 기획안을 도표와 함께 설명했어요.,jlpt.n2.vocab.0131.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 기획 회의에서 자기 기획안을 도표와 함께 설명하기 / ②빈도 zipf 5.03 / 내용어 446위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0132,N2,製造,せいぞう,{製造|せい|ぞう},세에조오,noun,suru_noun,vt,제조,-,この{工場|こう|じょう}では{食品|しょく|ひん}を{製造|せい|ぞう}しています。,이 공장에서는 식품을 제조하고 있어요.,jlpt.n2.vocab.0132.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 자기 회사의 현황과 사업 내용을 명확히 설명하기 / ②빈도 zipf 4.71 / 내용어 1097위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0133,N2,予算,よさん,{予算|よ|さん},요산,noun,-,-,예산,-,{目的|もく|てき}と{予算|よ|さん}を{明|あき}らかにした{起案書|き|あん|しょ}を{書|か}きました。,목적과 예산을 명확히 한 기안서를 썼어요.,jlpt.n2.vocab.0133.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 목적과 예산 등 필요성을 명확히 한 기안서를 쓰기 / ②빈도 zipf 4.55 / 내용어 1615위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0134,N2,人材,じんざい,{人材|じん|ざい},진자이,noun,-,-,인재,-,この{仕事|し|ごと}に{合|あ}う{人材|じん|ざい}をずっと{探|さが}しています。,이 일에 맞는 인재를 계속 찾고 있어요.,jlpt.n2.vocab.0134.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 인재 모집을 위한 회사 설명회에서 상세히 설명하기 / ②빈도 zipf 4.35 / 내용어 2556위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0135,N2,募集,ぼしゅう,{募集|ぼ|しゅう},보슈우,noun,suru_noun,vt,모집,-,{募集|ぼ|しゅう}{内容|ない|よう}について{参加者|さん|か|しゃ}からの{質問|しつ|もん}に{答|こた}えました。,모집 내용에 대해 참가자의 질문에 답했어요.,jlpt.n2.vocab.0135.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 모집 내용을 설명하고 질문에 적확히 대응하기 / ②빈도 zipf 4.78 / 내용어 887위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0136,N2,職歴,しょくれき,{職歴|しょく|れき},쇼쿠레키,noun,-,-,경력,직력,{歓迎会|かん|げい|かい}でこれまでの{職歴|しょく|れき}について{聞|き}かれました。,환영회에서 지금까지의 경력에 대해 질문받았어요.,jlpt.n2.vocab.0136.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 환영회에서 직력·특기·경험에 관한 질문에 답하기 / ②빈도 zipf 3.11 / 내용어 17563위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0137,N2,分担,ぶんたん,{分担|ぶん|たん},분탄,noun,suru_noun,vt,분담,-,{作業|さ|ぎょう}{手順|て|じゅん}と{分担|ぶん|たん}{方法|ほう|ほう}を{比|くら}べてみました。,작업 절차와 분담 방법을 비교해 봤어요.,jlpt.n2.vocab.0137.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 작업 절차와 분담 방법을 비교해 이해득실을 말하기 / ②빈도 zipf 3.64 / 내용어 8636위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0138,N2,説得,せっとく,{説得|せっ|とく},셋토쿠,noun,suru_noun,vt,설득,-,{協力|きょう|りょく}してもらえるよう{時間|じ|かん}をかけて{説得|せっ|とく}しました。,협력해 달라고 시간을 들여 설득했어요.,jlpt.n2.vocab.0138.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 협력하도록 여러 사람을 설득하기 / ②빈도 zipf 4.37 / 내용어 2479위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0139,N2,効率,こうりつ,{効率|こう|りつ},코오리츠,noun,-,-,효율,능률,この{手順|て|じゅん}にすると{効率|こう|りつ}がぐっと{上|あ}がります。,이 절차로 하면 효율이 크게 올라가요.,jlpt.n2.vocab.0139.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 손쉽게 처리하는 요령과 주의점을 명확히 설명하기 / ②빈도 zipf 4.51 / 내용어 1807위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0140,N2,実績,じっせき,{実績|じっ|せき},짓세키,noun,-,-,실적,-,これまでの{実績|じっ|せき}を{具体的|ぐ|たい|てき}に{書|か}いてください。,지금까지의 실적을 구체적으로 적어 주세요.,jlpt.n2.vocab.0140.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 자기가 회사에 어떻게 공헌할 수 있는지 근거와 함께 쓰기 / ②빈도 zipf 4.44 / 내용어 2113위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0141,N2,昇進,しょうしん,{昇進|しょう|しん},쇼오신,noun,suru_noun,vi,승진,-,{同僚|どう|りょう}の{昇進|しょう|しん}を{皆|みんな}でお{祝|いわ}いしました。,동료의 승진을 다 같이 축하했어요.,jlpt.n2.vocab.0141.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 직장의 화제에 대해 긴 대화에 참여하기 / ②빈도 zipf 3.96 / 내용어 5231위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0142,N2,給与,きゅうよ,{給与|きゅう|よ},큐우요,noun,-,-,급여,보수,{給与|きゅう|よ}の{条件|じょう|けん}について{担当者|たん|とう|しゃ}に{確|たし}かめました。,급여 조건에 대해 담당자에게 확인했어요.,jlpt.n2.vocab.0142.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 알고 싶은 점을 질문하고 답을 받아 정보를 확인하기 / ②빈도 zipf 4.04 / 내용어 4548위(모집단 80726); Tanos교차: N2 일치
jlpt.n2.vocab.0143,N2,休暇,きゅうか,{休暇|きゅう|か},큐우카,noun,-,-,휴가,-,{男性|だん|せい}{社員|しゃ|いん}の{育児|いく|じ}{休暇|きゅう|か}が{話題|わ|だい}になっています。,남성 사원의 육아 휴가가 화제가 되고 있어요.,jlpt.n2.vocab.0143.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 사회 제도를 도입한 기업의 사고방식과 논거를 이해하기 / ②빈도 zipf 4.14 / 내용어 3832위(모집단 80726); Tanos교차: N3 분류 — 우리 N3 400 미수록 잔여분을 N2로 흡수
jlpt.n2.vocab.0144,N2,勤務,きんむ,{勤務|きん|む},킴무,noun,suru_noun,vi,근무,-,フレックス{勤務|きん|む}の{是非|ぜ|ひ}について{活発|かっ|ぱつ}に{話|はな}し{合|あ}いました。,플렉스 근무의 옳고 그름에 대해 활발하게 논의했어요.,jlpt.n2.vocab.0144.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 근무 제도의 시비에 대해 근거를 들어 논의하기 / ②빈도 zipf 4.54 / 내용어 1659위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0145,N2,部署,ぶしょ,{部署|ぶ|しょ},부쇼,noun,-,-,부서,-,{異動|い|どう}{先|さき}の{部署|ぶ|しょ}で{手順|て|じゅん}の{説明|せつ|めい}を{受|う}けました。,이동한 부서에서 절차 설명을 받았어요.,jlpt.n2.vocab.0145.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 이동한 부서에서 업무 절차와 주의점 설명을 듣고 이해하기 / ②빈도 zipf 3.94 / 내용어 5448위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n2.vocab.0146,N2,異動,いどう,{異動|い|どう},이도오,noun,suru_noun,vi,인사이동,-,{来月|らい|げつ}の{異動|い|どう}で{別|べつ}の{部署|ぶ|しょ}に{移|うつ}ります。,다음 달 인사이동으로 다른 부서로 옮겨요.,jlpt.n2.vocab.0146.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 업무 인계를 하며 상세한 정보를 설명하기 / ②빈도 zipf 3.68 / 내용어 8125위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0147,N2,派遣,はけん,{派遣|は|けん},하켄,noun,suru_noun,vt,파견,-,{海外|かい|がい}の{支店|し|てん}に{派遣|は|けん}されることになりました。,해외 지점에 파견되게 됐어요.,jlpt.n2.vocab.0147.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 직장의 화제에 대해 상세한 정보를 주고받기 / ②빈도 zipf 4.69 / 내용어 1145위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
jlpt.n2.vocab.0148,N2,採用,さいよう,{採用|さい|よう},사이요오,noun,suru_noun,vt,채용,(안을) 받아들임,{今年|こ|とし}は{十人|じゅう|にん}の{採用|さい|よう}を{予定|よ|てい}しています。,올해는 열 명 채용을 예정하고 있어요.,jlpt.n2.vocab.0148.m4a,ref_only:jfs_cando_b2+corpus_freq,draft,선정축: ①B2「仕事と職業」 학생의 인품과 능력에 관한 정보를 기업 담당자에게 설명하기 / ②빈도 zipf 4.88 / 내용어 705위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N2 유지
