content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n4.vocab.0078,N4,小説,しょうせつ,{小説|しょう|せつ},쇼오세츠,noun,-,-,소설,-,この{小説|しょうせつ}はとても{面白|おもしろ}いです。,이 소설은 아주 재미있어요.,jlpt.n4.vocab.0078.m4a,ref_only:jf_marugoto_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0079,N4,文法,ぶんぽう,{文法|ぶん|ぽう},붐포오,noun,-,-,문법,-,{文法|ぶんぽう}の{問題|もんだい}が{苦手|にがて}です。,문법 문제가 서툴러요.,jlpt.n4.vocab.0079.m4a,ref_only:jlpt_n4_sample,draft,발음 ん+ぱ행 ㅁ받침 검증항(붐포오); Tanos교차: N4 일치
jlpt.n4.vocab.0080,N4,単語,たんご,{単語|たん|ご},탕고,noun,-,-,단어,어휘,{単語|たんご}を{百|ひゃく}{個|こ}{覚|おぼ}えました。,단어를 백 개 외웠어요.,jlpt.n4.vocab.0080.m4a,ref_only:jlpt_n4_sample,draft,선정축: 학습 메타 어휘; 본 콘텐츠 자체를 가리키는 말; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0081,N4,歴史,れきし,{歴史|れき|し},레키시,noun,-,-,역사,-,{日本|にほん}の{歴史|れきし}に{興味|きょうみ}があります。,일본 역사에 관심이 있어요.,jlpt.n4.vocab.0081.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 문화 주제; Tanos교차: N4 일치
jlpt.n4.vocab.0082,N4,文化,ぶんか,{文化|ぶん|か},붕카,noun,-,-,문화,-,{国|くに}によって{文化|ぶんか}が{違|ちが}います。,나라에 따라 문화가 달라요.,jlpt.n4.vocab.0082.m4a,ref_only:jf_marugoto_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0083,N4,社会,しゃかい,{社会|しゃ|かい},샤카이,noun,-,-,사회,-,{社会|しゃかい}のニュースを{読|よ}みます。,사회 뉴스를 읽어요.,jlpt.n4.vocab.0083.m4a,ref_only:jf_marugoto_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0084,N4,世界,せかい,{世界|せ|かい},세카이,noun,-,-,세계,세상,{世界|せかい}{中|じゅう}を{旅行|りょこう}したいです。,전 세계를 여행하고 싶어요.,jlpt.n4.vocab.0084.m4a,ref_only:jf_marugoto_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0085,N4,場所,ばしょ,{場所|ば|しょ},바쇼,noun,-,-,장소,자리,{待|ま}ち{合|あ}わせの{場所|ばしょ}を{決|き}めましょう。,만날 장소를 정합시다.,jlpt.n4.vocab.0085.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0086,N4,住所,じゅうしょ,{住所|じゅう|しょ},주우쇼,noun,-,-,주소,-,ここに{住所|じゅうしょ}を{書|か}いてください。,여기에 주소를 써주세요.,jlpt.n4.vocab.0086.m4a,ref_only:jf_irodori_a2,draft,N5 住む의 파생; Tanos교차: N4 일치
jlpt.n4.vocab.0087,N4,近所,きんじょ,{近所|きん|じょ},킨조,noun,-,-,근처;이웃,동네,{近所|きんじょ}に{新|あたら}しいパン{屋|や}ができました。,근처에 새 빵집이 생겼어요.,jlpt.n4.vocab.0087.m4a,ref_only:jf_irodori_a2,draft,접미 屋와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0088,N4,田舎,いなか,{田舎|いなか},이나카,noun,-,-,시골,고향,{夏|なつ}は{田舎|いなか}に{帰|かえ}ります。,여름에는 시골에 내려가요.,jlpt.n4.vocab.0088.m4a,ref_only:jf_irodori_a2,draft,熟字訓 그룹 루비 검증항; Tanos교차: N4 일치
jlpt.n4.vocab.0089,N4,港,みなと,{港|みなと},미나토,noun,-,-,항구,-,{港|みなと}から{船|ふね}が{出|で}ます。,항구에서 배가 나가요.,jlpt.n4.vocab.0089.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 지역·이동 주제; 船과 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0090,N4,橋,はし,{橋|はし},하시,noun,-,-,다리,교량,この{橋|はし}を{渡|わた}ってください。,이 다리를 건너세요.,jlpt.n4.vocab.0090.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 길안내 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0091,N4,交差点,こうさてん,{交差点|こう|さ|てん},코오사텐,noun,-,-,교차로,사거리,{次|つぎ}の{交差点|こうさてん}を{右|みぎ}に{曲|ま}がってください。,다음 교차로에서 오른쪽으로 도세요.,jlpt.n4.vocab.0091.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 길안내 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0092,N4,信号,しんごう,{信号|しん|ごう},싱고오,noun,-,-,신호등,신호,{信号|しんごう}が{青|あお}になりました。,신호등이 파란불이 됐어요.,jlpt.n4.vocab.0092.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 길안내 주제; 발음 ん+が행 ㅇ받침 검증항(싱고오); Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0093,N4,角,かど,{角|かど},카도,noun,-,-,모퉁이,귀퉁이,その{角|かど}を{左|ひだり}に{曲|ま}がります。,그 모퉁이에서 왼쪽으로 돌아요.,jlpt.n4.vocab.0093.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 길안내 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0094,N4,通り,とおり,{通|とお}り,토오리,noun,-,-,거리;길,~대로,この{通|とお}りは{車|くるま}が{多|おお}いです。,이 거리는 차가 많아요.,jlpt.n4.vocab.0094.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 길안내 주제; 通る의 명사형; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0095,N4,屋根,やね,{屋根|や|ね},야네,noun,-,-,지붕,-,{屋根|やね}が{白|しろ}い{家|いえ}です。,지붕이 하얀 집이에요.,jlpt.n4.vocab.0095.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 집 주제; 壁·玄関과 세트; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0096,N4,壁,かべ,{壁|かべ},카베,noun,-,-,벽,담,{壁|かべ}に{絵|え}を{飾|かざ}りました。,벽에 그림을 걸었어요.,jlpt.n4.vocab.0096.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0097,N4,玄関,げんかん,{玄関|げん|かん},겡칸,noun,-,-,현관,-,{玄関|げんかん}で{靴|くつ}を{脱|ぬ}ぎます。,현관에서 신발을 벗어요.,jlpt.n4.vocab.0097.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 집 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0098,N4,庭,にわ,{庭|にわ},니와,noun,-,-,정원;마당,뜰,{庭|にわ}に{花|はな}を{植|う}えました。,마당에 꽃을 심었어요.,jlpt.n4.vocab.0098.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 집 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0099,N4,建物,たてもの,{建物|たて|もの},타테모노,noun,-,-,건물,-,あの{高|たか}い{建物|たてもの}は{病院|びょういん}です。,저 높은 건물은 병원이에요.,jlpt.n4.vocab.0099.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 도시 주제; 建てる와 짝; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0100,N4,工場,こうじょう,{工場|こう|じょう},코오조오,noun,-,-,공장,-,{父|ちち}は{工場|こうじょう}で{働|はたら}いています。,아버지는 공장에서 일하세요.,jlpt.n4.vocab.0100.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0101,N4,事務所,じむしょ,{事務所|じ|む|しょ},지무쇼,noun,-,-,사무실,사무소,{事務所|じむしょ}は{三|さん}{階|がい}にあります。,사무실은 3층에 있어요.,jlpt.n4.vocab.0101.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0102,N4,美術館,びじゅつかん,{美術館|び|じゅつ|かん},비주츠칸,noun,-,-,미술관,-,{日曜日|にちようび}に{美術館|びじゅつかん}へ{行|い}きました。,일요일에 미술관에 갔어요.,jlpt.n4.vocab.0102.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0103,N4,動物園,どうぶつえん,{動物園|どう|ぶつ|えん},도오부츠엔,noun,-,-,동물원,-,{子|こ}どもと{動物園|どうぶつえん}に{行|い}きます。,아이와 동물원에 가요.,jlpt.n4.vocab.0103.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0104,N4,寺,てら,{寺|てら},테라,noun,-,-,절,사찰,{京都|きょうと}には{古|ふる}い{寺|てら}が{多|おお}いです。,교토에는 오래된 절이 많아요.,jlpt.n4.vocab.0104.m4a,ref_only:jf_irodori_a2,draft,여행 코스와 공유; Tanos교차: N4 일치
jlpt.n4.vocab.0105,N4,地下鉄,ちかてつ,{地下鉄|ち|か|てつ},치카테츠,noun,-,-,지하철,-,{地下鉄|ちかてつ}で{三十|さんじゅっ}{分|ぷん}かかります。,지하철로 30분 걸려요.,jlpt.n4.vocab.0105.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 교통 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0106,N4,急行,きゅうこう,{急行|きゅう|こう},큐우코오,noun,-,-,급행,급행열차,{急行|きゅうこう}に{乗|の}り{換|か}えましょう。,급행으로 갈아탑시다.,jlpt.n4.vocab.0106.m4a,ref_only:jf_irodori_a2,draft,乗り換える와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0107,N4,船,ふね,{船|ふね},후네,noun,-,-,배,선박,{船|ふね}で{島|しま}まで{行|い}きます。,배로 섬까지 가요.,jlpt.n4.vocab.0107.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0108,N4,乗り物,のりもの,{乗|の}り{物|もの},노리모노,noun,-,-,탈것;교통수단,-,{好|す}きな{乗|の}り{物|もの}は{電車|でんしゃ}です。,좋아하는 탈것은 전철이에요.,jlpt.n4.vocab.0108.m4a,ref_only:jf_irodori_a2,draft,N5 食べ物·飲み物과 같은 파생형; Tanos교차: N4 일치
jlpt.n4.vocab.0109,N4,席,せき,{席|せき},세키,noun,-,-,자리;좌석,-,{窓|まど}の{近|ちか}くの{席|せき}がいいです。,창가 자리가 좋아요.,jlpt.n4.vocab.0109.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0110,N4,運転,うんてん,{運転|うん|てん},운텐,noun,suru_noun,vt,운전,-,{兄|あに}は{車|くるま}の{運転|うんてん}が{上手|じょうず}です。,형은 운전을 잘해요.,jlpt.n4.vocab.0110.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0111,N4,事故,じこ,{事故|じ|こ},지코,noun,-,-,사고,-,{事故|じこ}で{電車|でんしゃ}が{止|と}まりました。,사고로 전철이 멈췄어요.,jlpt.n4.vocab.0111.m4a,ref_only:jf_irodori_a2,draft,止まる와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0112,N4,交通,こうつう,{交通|こう|つう},코오츠우,noun,-,-,교통,-,この{町|まち}は{交通|こうつう}が{便利|べんり}です。,이 동네는 교통이 편리해요.,jlpt.n4.vocab.0112.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0113,N4,道具,どうぐ,{道具|どう|ぐ},도오구,noun,-,-,도구,연장,{掃除|そうじ}の{道具|どうぐ}はどこですか。,청소 도구는 어디예요?,jlpt.n4.vocab.0113.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0114,N4,忘れ物,わすれもの,{忘|わす}れ{物|もの},와스레모노,noun,-,-,분실물,두고 온 물건,{電車|でんしゃ}に{忘|わす}れ{物|もの}をしました。,전철에 물건을 두고 내렸어요.,jlpt.n4.vocab.0114.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 분실 대응 주제; N5 忘れる의 파생; Tanos교차: N4 일치
jlpt.n4.vocab.0115,N4,機会,きかい,{機会|き|かい},키카이,noun,-,-,기회,계기,いい{機会|きかい}ですから{話|はな}してみます。,좋은 기회니까 이야기해 볼게요.,jlpt.n4.vocab.0115.m4a,ref_only:jf_irodori_a2,draft,機械와 동음이의 대비쌍; Tanos교차: N4 일치
jlpt.n4.vocab.0116,N4,機械,きかい,{機械|き|かい},키카이,noun,-,-,기계,-,この{機械|きかい}の{使|つか}い{方|かた}が{分|わ}かりません。,이 기계 사용법을 모르겠어요.,jlpt.n4.vocab.0116.m4a,ref_only:jf_irodori_a2,draft,機会와 동음이의 대비쌍 — 카드에서 반드시 함께 노출; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0117,N4,冷蔵庫,れいぞうこ,{冷蔵庫|れい|ぞう|こ},레에조오코,noun,-,-,냉장고,-,{牛乳|ぎゅうにゅう}は{冷蔵庫|れいぞうこ}に{入|い}れてください。,우유는 냉장고에 넣어주세요.,jlpt.n4.vocab.0117.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 집·가전 주제; 장음 えい 검증항(레에조오코); Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0118,N4,パソコン,パソコン,パソコン,파소콘,noun,-,-,컴퓨터,PC,{仕事|しごと}でパソコンを{使|つか}います。,일에서 컴퓨터를 써요.,jlpt.n4.vocab.0118.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 직장 주제; 가타카나 현대어; Tanos교차: N4 일치
jlpt.n4.vocab.0119,N4,傘,かさ,{傘|かさ},카사,noun,-,-,우산,-,{雨|あめ}が{降|ふ}りそうですから{傘|かさ}を{持|も}って{行|い}きます。,비가 올 것 같으니 우산을 가져갈게요.,jlpt.n4.vocab.0119.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 날씨 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0120,N4,鍵,かぎ,{鍵|かぎ},카기,noun,-,-,열쇠,키,{鍵|かぎ}が{見|み}つかりません。,열쇠를 못 찾겠어요.,jlpt.n4.vocab.0120.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 집 주제; 見つかる와 함께; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0121,N4,鏡,かがみ,{鏡|かがみ},카가미,noun,-,-,거울,-,{鏡|かがみ}を{見|み}ながら{髪|かみ}を{直|なお}しました。,거울을 보면서 머리를 매만졌어요.,jlpt.n4.vocab.0121.m4a,ref_only:jf_irodori_a2,draft,「〜ながら」와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0122,N4,袋,ふくろ,{袋|ふくろ},후쿠로,noun,-,-,봉지;봉투,자루,{袋|ふくろ}をもらえますか。,봉지 받을 수 있을까요?,jlpt.n4.vocab.0122.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 쇼핑 주제; 가능형과 함께; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0123,N4,箱,はこ,{箱|はこ},하코,noun,-,-,상자,박스,この{箱|はこ}は{重|おも}くて{運|はこ}べません。,이 상자는 무거워서 못 옮겨요.,jlpt.n4.vocab.0123.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 택배·정리 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0124,N4,皿,さら,{皿|さら},사라,noun,-,-,접시,그릇,{皿|さら}を{洗|あら}ってくれてありがとう。,접시를 씻어줘서 고마워.,jlpt.n4.vocab.0124.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 집안일 주제; 「〜てくれる」와 함께; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0125,N4,アルバイト,アルバイト,アルバイト,아루바이토,noun,suru_noun,vi,아르바이트,알바,コンビニでアルバイトをしています。,편의점에서 알바를 하고 있어요.,jlpt.n4.vocab.0125.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 일 주제; 가타카나 생활어; Tanos교차: N4 일치
jlpt.n4.vocab.0126,N4,レポート,レポート,レポート,레포오토,noun,-,-,리포트,보고서,あしたまでにレポートを{出|だ}さなければなりません。,내일까지 리포트를 내야 해요.,jlpt.n4.vocab.0126.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 학업 주제; 「〜なければならない」와 함께; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0127,N4,スーツ,スーツ,スーツ,스우츠,noun,-,-,정장,슈트,{面接|めんせつ}にはスーツを{着|き}て{行|い}きます。,면접에는 정장을 입고 가요.,jlpt.n4.vocab.0127.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 직장 주제; 가타카나 장음부호 검증항(스우츠); Tanos교차: N4 일치
jlpt.n4.vocab.0128,N4,米,こめ,{米|こめ},코메,noun,-,-,쌀,-,{日本|にほん}の{米|こめ}はおいしいです。,일본 쌀은 맛있어요.,jlpt.n4.vocab.0128.m4a,ref_only:jf_irodori_a2,draft,N5 ご飯의 원재료어; Tanos교차: N4 일치
jlpt.n4.vocab.0129,N4,味,あじ,{味|あじ},아지,noun,-,-,맛,-,この スープは{味|あじ}がうすいです。,이 수프는 맛이 싱거워요.,jlpt.n4.vocab.0129.m4a,ref_only:jf_irodori_a2,draft,薄い와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0130,N4,食事,しょくじ,{食事|しょく|じ},쇼쿠지,noun,suru_noun,vi,식사,-,{家族|かぞく}と{食事|しょくじ}をしました。,가족과 식사했어요.,jlpt.n4.vocab.0130.m4a,ref_only:jf_irodori_a2,draft,N5 ご飯의 격식형; Tanos교차: N4 일치
jlpt.n4.vocab.0131,N4,お湯,おゆ,お{湯|ゆ},오유,noun,-,-,뜨거운 물,더운물,お{湯|ゆ}が{沸|わ}きました。,물이 끓었어요.,jlpt.n4.vocab.0131.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 요리 주제; N5 水와 대비; Tanos교차: N4 일치
jlpt.n4.vocab.0132,N4,食堂,しょくどう,{食堂|しょく|どう},쇼쿠도오,noun,-,-,식당,구내식당,{会社|かいしゃ}の{食堂|しょくどう}で{昼|ひる}ご{飯|はん}を{食|た}べます。,회사 식당에서 점심을 먹어요.,jlpt.n4.vocab.0132.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 직장 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0133,N4,喫茶店,きっさてん,{喫茶店|きっ|さ|てん},킷사텐,noun,-,-,찻집;카페,다방,{駅|えき}の{前|まえ}の{喫茶店|きっさてん}で{待|ま}っています。,역 앞 카페에서 기다리고 있어요.,jlpt.n4.vocab.0133.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 약속 주제; 촉음 ㅅ받침 검증항(킷사텐); Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0134,N4,首,くび,{首|くび},쿠비,noun,-,-,목,고개,{首|くび}が{痛|いた}くて{回|まわ}せません。,목이 아파서 돌릴 수가 없어요.,jlpt.n4.vocab.0134.m4a,ref_only:jf_irodori_a2,draft,回す 대신 가능형 부정 사용; Tanos교차: N4 일치
jlpt.n4.vocab.0135,N4,背中,せなか,{背中|せ|なか},세나카,noun,-,-,등,-,{背中|せなか}がかゆいです。,등이 가려워요.,jlpt.n4.vocab.0135.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0136,N4,腕,うで,{腕|うで},우데,noun,-,-,팔,솜씨,{腕|うで}を{上|あ}げてください。,팔을 들어주세요.,jlpt.n4.vocab.0136.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0137,N4,指,ゆび,{指|ゆび},유비,noun,-,-,손가락,발가락,{指|ゆび}を{怪我|けが}しました。,손가락을 다쳤어요.,jlpt.n4.vocab.0137.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 신체 주제; 怪我와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0138,N4,髪,かみ,{髪|かみ},카미,noun,-,-,머리카락,머리,{髪|かみ}を{短|みじか}く{切|き}りました。,머리를 짧게 잘랐어요.,jlpt.n4.vocab.0138.m4a,ref_only:jf_irodori_a2,draft,N5 紙(かみ)와 동음 — 카드에서 대비 노출 필요; Tanos교차: N4 일치
jlpt.n4.vocab.0139,N4,体,からだ,{体|からだ},카라다,noun,-,-,몸;신체,건강,{体|からだ}に{気|き}をつけてください。,몸조심하세요.,jlpt.n4.vocab.0139.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 건강 주제; Tanos N5 분류 → 우리 N5 400 미수록분 흡수; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0140,N4,熱,ねつ,{熱|ねつ},네츠,noun,-,-,열,발열,{熱|ねつ}があるので{休|やす}みます。,열이 있어서 쉴게요.,jlpt.n4.vocab.0140.m4a,ref_only:jf_irodori_a2,draft,「〜ので」와 함께; Tanos교차: N4 일치
jlpt.n4.vocab.0141,N4,風邪,かぜ,{風邪|か|ぜ},카제,noun,-,-,감기,-,{風邪|かぜ}を{引|ひ}かないように{気|き}をつけます。,감기 걸리지 않게 조심할게요.,jlpt.n4.vocab.0141.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 건강 주제; N5 風(かぜ)와 동음 — 카드에서 대비 노출 필요; Tanos교차: N5 분류 — 우리 N5 400 미수록 잔여분을 N4로 흡수
jlpt.n4.vocab.0142,N4,怪我,けが,{怪我|け|が},케가,noun,suru_noun,vi,부상;상처,다침,{転|ころ}んで{怪我|けが}をしました。,넘어져서 다쳤어요.,jlpt.n4.vocab.0142.m4a,ref_only:jf_irodori_a2,draft,선정축: A2 사고·병원 주제; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0143,N4,気分,きぶん,{気分|き|ぶん},키분,noun,-,-,기분;컨디션,몸 상태,{今日|きょう}は{気分|きぶん}がいいです。,오늘은 기분이 좋아요.,jlpt.n4.vocab.0143.m4a,ref_only:jf_marugoto_a2,draft,気持ち와 대비쌍; Tanos교차: N4 일치
jlpt.n4.vocab.0144,N4,気持ち,きもち,{気持|き|も}ち,키모치,noun,-,-,마음;기분,감정,あなたの{気持|きも}ちがよく{分|わ}かります。,당신 마음을 잘 알겠어요.,jlpt.n4.vocab.0144.m4a,ref_only:jf_marugoto_a2,draft,気分과 대비쌍 — 気分은 몸 상태 気持ち는 감정; Tanos교차: N4 일치
jlpt.n4.vocab.0145,N4,力,ちから,{力|ちから},치카라,noun,-,-,힘,능력,{力|ちから}が{強|つよ}いですね。,힘이 세네요.,jlpt.n4.vocab.0145.m4a,ref_only:jf_marugoto_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0146,N4,星,ほし,{星|ほし},호시,noun,-,-,별,-,{今夜|こんや}は{星|ほし}がきれいです。,오늘 밤은 별이 예뻐요.,jlpt.n4.vocab.0146.m4a,ref_only:jf_marugoto_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0147,N4,太陽,たいよう,{太陽|たい|よう},타이요오,noun,-,-,태양,해,{太陽|たいよう}が{出|で}てきました。,해가 나왔어요.,jlpt.n4.vocab.0147.m4a,ref_only:jf_marugoto_a2,draft,선정축: A2 날씨 주제; 星·空과 세트; Tanos교차: N3 분류(구시험 기준) — 교재축 판단을 우선해 N4 유지
jlpt.n4.vocab.0148,N4,空気,くうき,{空気|くう|き},쿠우키,noun,-,-,공기,분위기,{山|やま}の{空気|くうき}はおいしいです。,산 공기는 좋아요.,jlpt.n4.vocab.0148.m4a,ref_only:jf_marugoto_a2,draft,장음 うう 검증항(쿠우키); Tanos교차: N4 일치
jlpt.n4.vocab.0149,N4,火,ひ,{火|ひ},히,noun,-,-,불,-,{火|ひ}を{消|け}してください。,불을 꺼주세요.,jlpt.n4.vocab.0149.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0150,N4,草,くさ,{草|くさ},쿠사,noun,-,-,풀,잡초,{庭|にわ}の{草|くさ}を{取|と}りました。,마당의 풀을 뽑았어요.,jlpt.n4.vocab.0150.m4a,ref_only:jf_irodori_a2,draft,선정축: N4 표준 어휘 — 급수 배정 근거는 아래 교차검증; Tanos교차: N4 일치
jlpt.n4.vocab.0151,N4,台風,たいふう,{台風|たい|ふう},타이후우,noun,-,-,태풍,-,{台風|たいふう}が{来|く}るそうです。,태풍이 온대요.,jlpt.n4.vocab.0151.m4a,ref_only:jf_irodori_a2,draft,전문 「〜そうだ」와 함께; Tanos교차: N4 일치
